experiment_id,task_name,prompt_type,model_name,temperature,max_tokens,rag_used,input_type,num_samples_completed,num_correct,num_incorrect,valid_label_rate,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,num_taxonomy_labels,experiment_folder,num_self_consistency_runs,rag_type,embedding_model,chunk_size_words,chunk_overlap_words,top_k,avg_retrieved_chunks,avg_top_similarity,accuracy_norm,precision_macro_norm,recall_macro_norm,f1_macro_norm,precision_weighted_norm,recall_weighted_norm,f1_weighted_norm,valid_label_rate_norm,num_incorrect_norm,accuracy_score,precision_macro_score,recall_macro_score,f1_macro_score,precision_weighted_score,recall_weighted_score,f1_weighted_score,valid_label_rate_score,num_incorrect_score,benchmark_score,overall_rank
exp_50_rc_few_shot_rag_llama-3.3-70b-versatile,role_categorization,few_shot,llama-3.3-70b-versatile,0.0,700,True,retrieved_job_description_chunks,100,72,28,1.0,0.72,0.6887,0.7948,0.7194,0.6606,0.72,0.679,13,exp_50,,RAG,all-MiniLM-L6-v2,150.0,30.0,5.0,2.27,0.955,0.7499999999999996,0.5512510088781268,0.7791767554479416,0.7189402076620122,0.4158268010451658,0.7499999999999996,0.6910405785456009,1.0,0.2499999999999999,0.7499999999999996,0.5512510088781268,0.7791767554479416,0.7189402076620122,0.4158268010451658,0.7499999999999996,0.6910405785456009,1.0,0.7500000000000001,0.7218502848020739,16
exp_42_rc_style_based_nonrag_openai_gpt-oss-120b,role_categorization,style_based,openai/gpt-oss-120b,0.0,700,False,job_description_only,100,70,30,1.0,0.7,0.7478,0.7855,0.7118,0.7671,0.7,0.668,13,exp_42,,NON_RAG,,,,,,,0.6666666666666661,0.7897497982243742,0.7341404358353509,0.6917293233082706,0.8133631952220974,0.6666666666666661,0.6468461229409401,1.0,0.33333333333333337,0.6666666666666661,0.7897497982243742,0.7341404358353509,0.6917293233082706,0.8133631952220974,0.6666666666666661,0.6468461229409401,1.0,0.6666666666666666,0.7174536110622006,17
exp_39_rc_cot_nonrag_openai_gpt-oss-120b,role_categorization,chain_of_thought,openai/gpt-oss-120b,0.0,700,False,job_description_only,100,70,30,1.0,0.7,0.7462,0.781,0.7083,0.7672,0.7,0.6681,13,exp_39,,NON_RAG,,,,,,,0.6666666666666661,0.7832929782082321,0.7123486682808715,0.6791979949874689,0.8137364688316535,0.6666666666666661,0.6472478907191643,1.0,0.33333333333333337,0.6666666666666661,0.7832929782082321,0.7123486682808715,0.6791979949874689,0.8137364688316535,0.6666666666666661,0.6472478907191643,1.0,0.6666666666666666,0.7094971012081893,18
exp_36_rc_few_shot_nonrag_openai_gpt-oss-120b,role_categorization,few_shot,openai/gpt-oss-120b,0.0,700,False,job_description_only,100,70,30,1.0,0.7,0.7131,0.7873,0.7146,0.7246,0.7,0.6787,13,exp_36,,NON_RAG,,,,,,,0.6666666666666661,0.6497175141242932,0.7428571428571429,0.7017543859649125,0.6547219111608809,0.6666666666666661,0.6898352752109278,1.0,0.33333333333333337,0.6666666666666661,0.6497175141242932,0.7428571428571429,0.7017543859649125,0.6547219111608809,0.6666666666666661,0.6898352752109278,1.0,0.6666666666666666,0.7050627085244486,19
exp_41_rc_style_based_nonrag_llama-3.3-70b-versatile,role_categorization,style_based,llama-3.3-70b-versatile,0.0,700,False,job_description_only,100,68,32,1.0,0.68,0.683,0.7699,0.6991,0.6321,0.68,0.6376,13,exp_41,,NON_RAG,,,,,,,0.5833333333333335,0.5282485875706211,0.6585956416464889,0.6462585034013608,0.3094438223217617,0.5833333333333335,0.5247087183607873,1.0,0.41666666666666663,0.5833333333333335,0.5282485875706211,0.6585956416464889,0.6462585034013608,0.3094438223217617,0.5833333333333335,0.5247087183607873,1.0,0.5833333333333334,0.6202083905723869,20
exp_32_rc_zero_shot_nonrag_llama-3.3-70b-versatile,role_categorization,zero_shot,llama-3.3-70b-versatile,0.0,700,False,job_description_only,100,66,34,1.0,0.66,0.6804,0.7693,0.6875,0.6739,0.66,0.6373,13,exp_32,,NON_RAG,,,,,,,0.5,0.5177562550443904,0.6556900726392247,0.6047261009667027,0.46547219111608795,0.5,0.5235034150261151,1.0,0.4999999999999999,0.5,0.5177562550443904,0.6556900726392247,0.6047261009667027,0.46547219111608795,0.5,0.5235034150261151,1.0,0.5000000000000001,0.5847851209451647,21
exp_35_rc_few_shot_nonrag_llama-3.3-70b-versatile,role_categorization,few_shot,llama-3.3-70b-versatile,0.0,700,False,job_description_only,100,66,34,1.0,0.66,0.6621,0.7663,0.6824,0.6254,0.66,0.6222,13,exp_35,,NON_RAG,,,,,,,0.5,0.4439063761097657,0.6411622276029054,0.5864661654135339,0.2844344904815226,0.5,0.46283648051426285,1.0,0.4999999999999999,0.5,0.4439063761097657,0.6411622276029054,0.5864661654135339,0.2844344904815226,0.5,0.46283648051426285,1.0,0.5000000000000001,0.5599837882323871,22
exp_38_rc_cot_nonrag_llama-3.3-70b-versatile,role_categorization,chain_of_thought,llama-3.3-70b-versatile,0.0,700,False,job_description_only,100,66,34,1.0,0.66,0.6492,0.7683,0.6809,0.6096,0.66,0.6179,13,exp_38,,NON_RAG,,,,,,,0.5,0.3918482647296204,0.6508474576271186,0.5810955961331901,0.22545726017170598,0.5,0.44556046605062294,1.0,0.4999999999999999,0.5,0.3918482647296204,0.6508474576271186,0.5810955961331901,0.22545726017170598,0.5,0.44556046605062294,1.0,0.5000000000000001,0.5502890837985303,23
exp_44_rc_self_consistency_nonrag_llama-3.3-70b-versatile,role_categorization,self_consistency,llama-3.3-70b-versatile,0.3,700,False,job_description_only,100,66,34,1.0,0.66,0.642,0.7674,0.6746,0.6131,0.66,0.6188,13,exp_44,5.0,NON_RAG,,,,,,,0.5,0.36279257465698134,0.6464891041162226,0.5585392051557465,0.23852183650615855,0.5,0.44917637605464034,1.0,0.4999999999999999,0.5,0.36279257465698134,0.6464891041162226,0.5585392051557465,0.23852183650615855,0.5,0.44917637605464034,1.0,0.5000000000000001,0.5388716509681686,24
exp_49_rc_few_shot_rag_llama-3.1-8b-instant,role_categorization,few_shot,llama-3.1-8b-instant,0.0,700,True,retrieved_job_description_chunks,100,66,34,0.97,0.66,0.6655,0.6533,0.6187,0.6752,0.66,0.629,13,exp_49,,RAG,all-MiniLM-L6-v2,150.0,30.0,5.0,2.27,0.955,0.5,0.45762711864406747,0.09394673123486674,0.3583959899749376,0.47032474804031343,0.5,0.49015668943350743,0.5714285714285712,0.4999999999999999,0.5,0.45762711864406747,0.09394673123486674,0.3583959899749376,0.47032474804031343,0.5,0.49015668943350743,0.5714285714285712,0.5000000000000001,0.3928419719891007,25
exp_37_rc_cot_nonrag_llama_3_1_8b_instant,role_categorization,chain_of_thought,llama-3.1-8b-instant,0.0,700,False,job_description_only,100,60,40,1.0,0.6,0.5912,0.6958,0.5965,0.5831,0.6,0.5704,13,exp_37,,NON_RAG,,,,,,,0.24999999999999956,0.15778853914447089,0.2997578692493943,0.27891156462585065,0.12653975363941727,0.24999999999999956,0.2547207713941342,1.0,0.7499999999999999,0.24999999999999956,0.15778853914447089,0.2997578692493943,0.27891156462585065,0.12653975363941727,0.24999999999999956,0.2547207713941342,1.0,0.2500000000000001,0.2902775077862483,26
exp_34_rc_few_shot_nonrag_llama_3_1_8b_instant,role_categorization,few_shot,llama-3.1-8b-instant,0.0,700,False,job_description_only,100,60,40,0.93,0.6,0.6122,0.6801,0.6099,0.6135,0.6,0.5893,13,exp_34,,NON_RAG,,,,,,,0.24999999999999956,0.24253430185633507,0.22372881355932206,0.3268886501969208,0.24001493094438242,0.24999999999999956,0.33065488147850575,0.0,0.7499999999999999,0.24999999999999956,0.24253430185633507,0.22372881355932206,0.3268886501969208,0.24001493094438242,0.24999999999999956,0.33065488147850575,0.0,0.2500000000000001,0.26357155051927533,27
exp_31_rc_zero_shot_nonrag_llama_3_1_8b_instant,role_categorization,zero_shot,llama-3.1-8b-instant,0.0,700,False,job_description_only,100,60,40,0.98,0.6,0.5896,0.6688,0.5869,0.5672,0.6,0.557,13,exp_31,,NON_RAG,,,,,,,0.24999999999999956,0.1513317191283292,0.16900726392251775,0.2445399212316508,0.06718924972004459,0.24999999999999956,0.20088388911209343,0.7142857142857135,0.7499999999999999,0.24999999999999956,0.1513317191283292,0.16900726392251775,0.2445399212316508,0.06718924972004459,0.24999999999999956,0.20088388911209343,0.7142857142857135,0.2500000000000001,0.23971549845261722,28
exp_43_rc_self_consistency_nonrag_llama_3_1_8b_instant,role_categorization,self_consistency,llama-3.1-8b-instant,0.3,700,False,job_description_only,100,58,42,0.95,0.58,0.5717,0.6975,0.5898,0.568,0.58,0.557,13,exp_43,5.0,NON_RAG,,,,,,,0.16666666666666607,0.0790960451977396,0.3079903147699756,0.25492302184031534,0.070175438596491,0.16666666666666607,0.20088388911209343,0.2857142857142847,0.8333333333333334,0.16666666666666607,0.0790960451977396,0.3079903147699756,0.25492302184031534,0.070175438596491,0.16666666666666607,0.20088388911209343,0.2857142857142847,0.16666666666666663,0.21058063041084202,29
exp_40_rc_style_based_nonrag_llama_3_1_8b_instant,role_categorization,style_based,llama-3.1-8b-instant,0.0,700,False,job_description_only,100,54,46,1.0,0.54,0.5521,0.6339,0.5186,0.5492,0.54,0.507,13,exp_40,,NON_RAG,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1102230246251565e-16,0.05000000000000001,30
